cod_zona_tarif;cod_pais;ind_bloqueado;ind_pais_origen;fec_creacion;fec_actualizacion
N1PCZP01PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP02PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP03PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP04PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP05PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP06PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP07PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP08PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP09PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP10PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP11PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP12PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP13PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP14PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP15PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP16PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP17PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP18PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP19PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP20PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP21PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP22PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP23PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP24PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP25PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP26PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP27PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP28PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP29PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP30PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP31PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP32PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP33PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP34PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP36PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP37PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP39PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP40PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP41PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP42PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP43PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP44PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP45PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP46PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP47PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP48PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP49PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
N1PCZP50PO;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
T1DOZ07;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
U6CEZUNI;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
E1DOFZ07;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
E1DOFZ08;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
E1DOFZ09;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;DEU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;AUT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;BEL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;FRA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;GRC;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;IRL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;ITA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;LUX;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;NLD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1P;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1NP;GBR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;DEU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;AUT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;BEL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;FRA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;GRC;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;IRL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;ITA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;LUX;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;NLD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU1L;GBR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;HRV;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;SVK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;SVN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;EST;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;HUN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;LVA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;LTU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;MLT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;POL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;CZE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2P;ROU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;HRV;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;SVK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;SVN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;EST;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;HUN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;LVA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;LTU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;MLT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;POL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;CZE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
W1DOZEU2L;ROU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;DEU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;AUT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;BEL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;DNK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;FRA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;GRC;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;IRL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;ITA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;LUX;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;MCO;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;NLD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;XXA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;XXM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1P;SWE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;GUF;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;MTQ;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;MYT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;NCL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;PYF;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;REU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;MAF;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;SPM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;GIB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;GGY;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;JEY;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;NOR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;ANT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;GBR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;AIA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;ASC;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;SGS;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;PCN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;TCA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;VGB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;MSR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;SHN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;TAA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;SMR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;CHE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;UKR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1NP;VAT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;DEU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;AUT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;BEL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;DNK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;FRA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;GUF;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;MTQ;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;MYT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;NCL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;PYF;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;REU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;MAF;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;SPM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;GIB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;GRC;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;GGY;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;IRL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;ITA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;JEY;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;LUX;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;MCO;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;NOR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;NLD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;ANT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;PRT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;XXA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;XXM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;GBR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;AIA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;ASC;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;SGS;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;PCN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;TCA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;VGB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;MSR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;SHN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;TAA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;SMR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;SWE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;CHE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;UKR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU1L;VAT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;BGR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;CYP;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;HRV;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;SVK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;SVN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;EST;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;FIN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;HUN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;XKX;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;LVA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;LTU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;MLT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;POL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;CZE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2P;ROU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;ALB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;DZA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;BLR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;BIH;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;GRL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;ISL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;FRO;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;LIE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;MKD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;MAR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;MDA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;MNE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;RUS;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;SRB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;TUN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2NP;TUR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;ALB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;DZA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;BLR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;BIH;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;BGR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;CYP;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;HRV;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;SVK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;SVN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;EST;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;FIN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;GRL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;HUN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;ISL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;FRO;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;XKX;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;LVA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;LIE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;LTU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;MKD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;MLT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;MAR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;MDA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;MNE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;POL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;CZE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;ROU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;RUS;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;SRB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;TUN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZEU2L;TUR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;ATG;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;ARG;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;ABW;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;BHS;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;BRB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;BLZ;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;BMU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;BOL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;BRA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;CAN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;CHL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;COL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;CRI;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;CUB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;CUW;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;DMA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;ECU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;SLV;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;USA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;GUM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;PRI;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;MNP;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;VIR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;ASM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;GRD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;GTM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;GUY;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;HTI;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;HND;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;CYM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;JAM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;MEX;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;NIC;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;PAN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;PRY;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;PER;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;DOM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;KNA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;VCT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;LCA;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;SUR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;TTO;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;URY;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAM1;VEN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;AFG;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;SAU;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;ARM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;AUS;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;AZE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;BGD;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;BHR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;BRN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;BTN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;KHM;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;QAT;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;CHN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;PRK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;KOR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;ARE;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;PHL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;FJI;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;GEO;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;HKG;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;IND;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;IDN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;IRQ;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;IRN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;CCK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;COK;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;MHL;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;SLB;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;ISR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;JPN;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;JOR;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
X1DOZAO1;KAZ;f;t;2024-04-19 00:00:00;2024-04-19 00:00:00
