cod_producto_comercial;cod_modalidad;fec_alta;cod_va;cod_pais;fec_baja;ind_obligatorio;cod_grp_va_obligatorio;tipo_emb;num_intentos_entrega_min;num_intentos_entrega_max;tiempo_lista_min;tiempo_lista_max;importe_min;importe_max;tiempo_custodia;ind_envio;fec_creacion;fec_actualizacion
POAXAC1;ACUESP;2024-10-17 00:00:00;RISIPO;ESP;;t;1;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;RIENPO;ESP;;t;1;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;ARNAPO;ESP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;VDNAPO;ESP;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;GECCMPO;ESP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;GEDIDPO;ESP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;CLAENPO;ESP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;PEE5TO;ESP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;PEE10TO;ESP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;PEE15TO;ESP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;REDOPO;ESP;;f;;;0;0;0;0;0.01;499.99;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;RISIPO;AND;;t;1;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;RIENPO;AND;;t;1;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;ARNAPO;AND;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;VDNAPO;AND;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;GECCMPO;AND;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;GEDIDPO;AND;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;CLAENPO;AND;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;PEE5TO;AND;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;PEE10TO;AND;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;PEE15TO;AND;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;ACUESP;2024-10-17 00:00:00;REDOPO;AND;;f;;;0;0;0;0;0.01;499.99;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;DEU;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;REINPO;DEU;;f;;;0;0;0;0;0.01;2000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;AUT;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;AUT;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BEL;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;BEL;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BLR;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;BLR;;f;;;0;0;0;0;0.01;1021.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BGR;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;BGR;;f;;;0;0;0;0;0.01;867.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;DOUAOF;2024-10-17 00:00:00;VADEPA;ESP;;f;;;0;0;0;0;1.50;6000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;DOUAOF;2024-10-17 00:00:00;VADEPA;AND;;f;;;0;0;0;0;1.50;6000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
PAAZE1;DOURUA;2024-01-12 00:00:00;SEESPA;ESP;;f;;"";0;0;0;0;0.00;500.00;0;f;2024-01-12 00:00:00;2024-05-29 00:00:00
PAAZE1;DOURUA;2024-01-12 00:00:00;SEESPA;AND;;f;;"";0;0;0;0;0.00;500.00;0;f;2024-01-12 00:00:00;2024-05-29 00:00:00
PAAZV1;DOURUA;2024-04-19 00:00:00;SEESPA;ESP;;f;;0;0;0;0;0;0.00;500.00;0;f;2024-04-19 00:00:00;2024-05-29 00:00:00
PAAZV1;DOURUA;2024-04-19 00:00:00;SEESPA;AND;;f;;0;0;0;0;0;0.00;500.00;0;f;2024-04-19 00:00:00;2024-05-29 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;HRV;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;HRV;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;DNK;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SVK;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;SVK;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SVN;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;SVN;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;EST;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;EST;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;FIN;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;FIN;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;FRA;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;FRA;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;GLP;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;GUF;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;MTQ;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;MYT;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;NCL;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;PYF;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;REU;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SPM;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;WLF;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;GIB;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;GIB;;f;;;0;0;0;0;0.01;1136.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;GRC;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;GRC;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;GRL;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;GRL;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;HUN;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;HUN;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;IRL;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ISL;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;FRO;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;FRO;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ITA;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;ITA;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;LVA;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;REINPO;LVA;;f;;;0;0;0;0;0.01;1000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;LVA;;f;;;0;0;0;0;0.01;1134.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;LIE;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;LIE;;f;;;0;0;0;0;0.01;1134.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;LTU;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;LTU;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;LUX;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;LUX;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;MKD;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;MKD;;f;;;0;0;0;0;0.01;1852.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;MCO;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;MCO;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;MNE;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;MNE;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;NOR;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;NOR;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;NLD;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;NLD;;f;;;0;0;0;0;0.01;500.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ANT;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;ANT;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;POL;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;POL;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;PRT;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;COPRISF;ESP;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;COPRISF;AND;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;COPRISF;ESP;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;SMSRSF;ESP;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;SMSDSF;ESP;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;SMSRDSF;ESP;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;COPRISF;AND;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;COPRISF;ESP;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;COPRISF;AND;;f;;;0;0;0;0;0.00;0.00;;f;2024-06-06 00:00:00;2024-06-06 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;PRT;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;XXA;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;XXM;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ASC;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SHN;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;CZE;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;CZE;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ROU;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;ROU;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SMR;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SRB;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;SRB;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SWE;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;SWE;;f;;;0;0;0;0;0.01;1134.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;CHE;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;CHE;;f;;;0;0;0;0;0.01;1134.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;TUR;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;REINPO;TUR;;f;;;0;0;0;0;0.01;2499.99;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;TUR;;f;;;0;0;0;0;0.01;740.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;UKR;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;UKR;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;VAT;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;VAT;;f;;;0;0;0;0;0.01;1852.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;AFG;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;AGO;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;SAU;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;DZA;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;DZA;;f;;;0;0;0;0;0.01;363.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ARG;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;ARG;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ARM;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;ARM;;f;;;0;0;0;0;0.01;454.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;ABW;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;ABW;;f;;;0;0;0;0;0.01;872.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;AZE;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BHS;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BGD;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;BGD;;f;;;0;0;0;0;0.01;34.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BRB;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BHR;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BLZ;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BEN;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;BEN;;f;;;0;0;0;0;0.01;482.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BMU;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BOL;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BIH;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;BIH;;f;;;0;0;0;0;0.01;3000.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BWA;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BRA;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;ARINPO;BRN;;f;;;0;0;0;0;0.00;0.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
POAXAC1;EXPORT;2024-10-17 00:00:00;VDINPO;BRN;;f;;;0;0;0;0;0.01;1.00;0;f;2024-10-17 00:00:00;2024-10-17 00:00:00
