cod_producto_comercial;cod_modalidad;fec_alta;cod_ambito;fec_creacion;fec_actualizacion
LOJXP1;DOURUA;2024-01-19 00:00:00;117;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;118;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;119;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;120;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;121;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;122;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;123;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;124;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;125;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;126;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;127;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;128;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;129;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;130;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;131;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;132;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;133;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;134;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;136;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;137;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;139;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;140;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;141;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;142;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;143;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;144;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;145;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;146;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;147;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;148;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;149;2024-01-19 00:00:00;2024-01-19 00:00:00
LOJXP1;DOURUA;2024-01-19 00:00:00;150;2024-01-19 00:00:00;2024-01-19 00:00:00
PAFXB5;URUAOF;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXQ1;DOUAOF;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXQ1;DOUAOF;2024-02-20 00:00:00;11;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXQ1;DOUAOF;2024-02-20 00:00:00;5;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXQ2;DOUAOF;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXQ2;DOUAOF;2024-02-20 00:00:00;11;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXQ2;DOUAOF;2024-02-20 00:00:00;5;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXR1;DOURUA;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXR1;DOURUA;2024-02-20 00:00:00;11;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXR1;DOURUA;2024-02-20 00:00:00;5;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXS1;DOUAOF;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXS1;DOUAOF;2024-02-20 00:00:00;11;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXS1;DOUAOF;2024-02-20 00:00:00;2;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXS1;DOUAOF;2024-02-20 00:00:00;3;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXS1;DOUAOF;2024-02-20 00:00:00;5;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXT1;DOURUA;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXT1;DOURUA;2024-02-20 00:00:00;11;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXT1;DOURUA;2024-02-20 00:00:00;2;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXT1;DOURUA;2024-02-20 00:00:00;3;2024-02-20 00:00:00;2024-02-20 00:00:00
FRAXT1;DOURUA;2024-02-20 00:00:00;5;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU1;CEURUA;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU1;CEURUA;2024-02-20 00:00:00;11;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU1;CEURUA;2024-02-20 00:00:00;2;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU1;CEURUA;2024-02-20 00:00:00;3;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU1;CEURUA;2024-02-20 00:00:00;5;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU2;CEURUA;2024-02-20 00:00:00;10;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU2;CEURUA;2024-02-20 00:00:00;11;2024-02-20 00:00:00;2024-02-20 00:00:00
FRKXU2;CEURUA;2024-02-20 00:00:00;5;2024-02-20 00:00:00;2024-02-20 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;101;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;102;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;103;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;104;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;105;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;106;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;107;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;108;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;109;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;110;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;111;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;112;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;113;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;114;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;115;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;116;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;117;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;118;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;119;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;120;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;121;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;122;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;123;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;124;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;125;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;126;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;127;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;128;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;129;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;130;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;131;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;132;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;133;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;134;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;136;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;137;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;139;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;140;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;141;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;142;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;143;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;144;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;145;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;146;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;147;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;148;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;149;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;150;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;101;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;102;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;103;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;104;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;105;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;106;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;107;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;108;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;109;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;110;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;111;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;112;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;113;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;114;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;115;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;116;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;117;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;118;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;119;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;120;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;121;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;122;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;123;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;124;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;125;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;126;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;127;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;128;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;129;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;130;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;131;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;132;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;133;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;134;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;136;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;137;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;139;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;140;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;141;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;142;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;143;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;144;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;145;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;146;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;147;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;148;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;149;2024-04-19 00:00:00;2024-04-19 00:00:00
LOJXY1;DOURUA;2024-04-19 00:00:00;150;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAXD1;DOUAOF;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAXD1;DOUAOF;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAXD1;DOUAOF;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAXD1;DOUAOF;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAXD1;DOUAOF;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;DOUAOF;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;DOUAOF;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;DOUAOF;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;DOUAOF;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;OFUAOF;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;OFUAOF;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;OFUAOF;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;OFUAOF;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;CIUAOF;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZF1;CIUAOF;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZG1;DOURUA;2024-04-19 00:00:00;10;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZG1;DOURUA;2024-04-19 00:00:00;11;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZG1;DOURUA;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZG1;DOURUA;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZG1;DOURUA;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZG1;DOURUA;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZV1;DOURUA;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZV1;DOURUA;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZV1;DOURUA;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZV1;DOURUA;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZV1;DOURUA;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZW1;DOURUA;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZW1;DOURUA;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZW1;DOURUA;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZW1;DOURUA;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZW1;DOURUA;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTREG;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTREG;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTREG;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTREG;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTREG;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTESP;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTESP;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTESP;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTESP;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTESP;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESPESP;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESPESP;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESPESP;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESPESP;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESPESP;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA3;ESTESP;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA3;ESTESP;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA3;ESTESP;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA3;ESTESP;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA3;ESTESP;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA4;ESTESP;2024-04-19 00:00:00;1;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA4;ESTESP;2024-04-19 00:00:00;2;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA4;ESTESP;2024-04-19 00:00:00;3;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA4;ESTESP;2024-04-19 00:00:00;4;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA4;ESTESP;2024-04-19 00:00:00;5;2024-04-19 00:00:00;2024-04-19 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;1;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;2;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;3;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;4;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;5;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;1;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;2;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;3;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;4;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;5;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;1;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;2;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;3;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;4;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;5;2024-06-06 00:00:00;2024-06-06 00:00:00
POAXAC1;NTAPEU;2024-08-30 00:00:00;1;2024-08-30 00:00:00;2024-08-30 00:00:00
POAXAC1;NTAPEU;2024-08-30 00:00:00;2;2024-08-30 00:00:00;2024-08-30 00:00:00
POAXAC1;NTAPEU;2024-08-30 00:00:00;3;2024-08-30 00:00:00;2024-08-30 00:00:00
POAXAC1;NTAPEU;2024-08-30 00:00:00;4;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;1;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;2;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;3;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;4;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;5;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXI3;DOUAOF;2024-08-30 00:00:00;1;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXI3;DOUAOF;2024-08-30 00:00:00;2;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXI3;DOUAOF;2024-08-30 00:00:00;3;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXI3;DOUAOF;2024-08-30 00:00:00;4;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXI3;DOUAOF;2024-08-30 00:00:00;5;2024-08-30 00:00:00;2024-08-30 00:00:00
PADXA99;DOUAOF;2024-10-17 00:00:00;1;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;DOUAOF;2024-10-17 00:00:00;2;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;DOUAOF;2024-10-17 00:00:00;3;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;DOUAOF;2024-10-17 00:00:00;4;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;DOUAOF;2024-10-17 00:00:00;5;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;OFUAOF;2024-10-17 00:00:00;1;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;OFUAOF;2024-10-17 00:00:00;2;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;OFUAOF;2024-10-17 00:00:00;3;2024-10-17 00:00:00;2024-10-17 00:00:00
PADXA99;OFUAOF;2024-10-17 00:00:00;4;2024-10-17 00:00:00;2024-10-17 00:00:00
