cod_producto_comercial;cod_modalidad;fec_alta;cod_pais;fec_baja;ind_obliga_peso;peso_min;peso_max;importe_min;importe_max;fec_creacion;fec_actualizacion
PAAXI1;DOUAOF;2023-10-31 00:00:00;BWA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;BFA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;BDI;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;CPV;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;CMR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;TCD;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;COM;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;CIV;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;EGY;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;ERI;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;ETH;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;GAB;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;GMB;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;GHA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;GIN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;GNQ;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;GNB;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;KEN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;LSO;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;LBR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;LBY;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;MDG;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;MWI;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;MLI;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;MRT;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;MOZ;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;NAM;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;NER;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;NGA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;CAF;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;COG;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;COD;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;RWA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;SEN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;SYC;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;SLE;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;SOM;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;SWZ;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;ZAF;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;SDN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;SSD;;t;1.000;10000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;TZA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;TGO;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;UGA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;DJI;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;ZMB;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXI1;DOUAOF;2023-10-31 00:00:00;ZWE;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;DEU;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;AUT;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;BEL;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;DNK;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;FRA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;GUF;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;MTQ;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;MYT;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;NCL;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;PYF;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;MAF;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SPM;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;GIB;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;GRC;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;IRL;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ITA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;JEY;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;LUX;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;NOR;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;NLD;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ANT;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;PRT;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;GBR;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;AIA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ASC;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SGS;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;PCN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;TCA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;VGB;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;MSR;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SHN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;TAA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SWE;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;CHE;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;UKR;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;CYP;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;HRV;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SVK;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SVN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;EST;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;FIN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;HUN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ISL;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;LVA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;LTU;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;MLT;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;POL;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;CZE;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ROU;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SRB;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;TUR;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ABW;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;BRB;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;BRA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;CAN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;MEX;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;DOM;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SAU;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;AUS;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;CCK;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;CHN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;KOR;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ARE;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;GEO;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;HKG;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;IDN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ISR;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;JPN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;KAZ;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;LBN;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;MYS;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;NZL;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;COK;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SGP;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;THA;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;EGY;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;SWZ;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;ZAF;;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;DEU;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;AUT;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;BEL;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;DNK;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;FRA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;GUF;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;MTQ;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;MYT;;t;1.000;20000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;NCL;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;PYF;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;REU;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;MAF;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;SPM;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;GIB;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;GRC;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;GGY;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;IRL;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;ITA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;JEY;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;LUX;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;MCO;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;NOR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;NLD;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;ANT;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;PRT;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;XXA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;XXM;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;GBR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;AIA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;ASC;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;SGS;;t;1.000;20000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;PCN;;t;1.000;10000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;TCA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;VGB;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;MSR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;SHN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;TAA;;t;1.000;10000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;SMR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;SWE;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;CHE;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;UKR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;VAT;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;DZA;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;BGR;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;CYP;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;HRV;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;SVK;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;SVN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;EST;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;FIN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;GRL;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;HUN;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;ISL;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXK1;DOUAOF;2023-10-31 00:00:00;FRO;;t;1.000;30000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
